ADRESSE,COORDONNEE_SPATIALE_X,COORDONNEE_SPATIALE_Y,ELEVATION_TERRAIN,ID_BI,ID_POINT,JURIDICTION,PRECISION_DATE_INSTALL,PROPRIETAIRE,PROVENANCE_DONNEE,LATITUDE,LONGITUDE
3567 rue Saint-Urbain,299126.205,5041378.543,47.186,5008499,5105475,LOCALE,DATE INSTALLATION DANS L'ANNEE COURANTE,VILLE DE MONTREAL,RELEVE PHOTOGRAMMETRIQUE,45.51231194573957,-73.57261849523303
13900 rue Prince-Arthur,304004.995,5058721.825,13.556,5005880,5063748,LOCALE,DATE INSTALLATION DANS L'ANNEE COURANTE,VILLE DE MONTREAL,RELEVE PHOTOGRAMMETRIQUE,45.6683943570236,-73.51020501979868
11011 boulevard Maurice-Duplessis,302431.412,5058503.157,23.871,5005810,5063190,LOCALE,DATE INSTALLATION DANS L'ANNEE COURANTE,VILLE DE MONTREAL,RELEVE TERRAIN INTERNE,45.66642301565216,-73.530399603493
2070 rue Réal-Benoit,304630.005,5059664.86,12.969,5005961,5065079,LOCALE,DATE INSTALLATION DANS L'ANNEE COURANTE,VILLE DE MONTREAL,RELEVE PHOTOGRAMMETRIQUE,45.67688041596105,-73.50218379301494
3491-3521 avenue du Mont-Royal Est,299851.817,5045626.472,47.406,5006903,5081204,LOCALE,DATE INSTALLATION PRECISE 100 ANS MAXIMUM,VILLE DE MONTREAL,RELEVE PHOTOGRAMMETRIQUE,45.55054138134352,-73.56337424286036
6786 35e avenue,298668.65,5047972.164,49.154,5007237,5085511,LOCALE,DATE INSTALLATION DANS L'ANNEE COURANTE,VILLE DE MONTREAL,RELEVE TERRAIN INTERNE,45.57163986346336,-73.57855713466485
3296-3298 rue Jean-Talon Est,297197.654,5046639.273,50.206,5006942,5081747,LOCALE,DATE INSTALLATION DANS L'ANNEE COURANTE,VILLE DE MONTREAL,RELEVE TERRAIN EXTERNE,45.55963172782442,-73.59738294874342
5250-5252 rue Paisley,298712.48,5048531.058,45.613,5007323,5086335,LOCALE,DATE INSTALLATION DANS L'ANNEE COURANTE,VILLE DE MONTREAL,RELEVE TERRAIN INTERNE,45.57666935345895,-73.57800251245912
6609-6613 avenue Papineau,297120.216,5044908.582,61.207,5007415,5087493,LOCALE,DATE INSTALLATION DANS L'ANNEE COURANTE,VILLE DE MONTREAL,RELEVE PHOTOGRAMMETRIQUE,45.54405745945827,-73.59834776522764
1788 rue du Bois-des-Caryers,295977.113,5033232.766,30.275,10008717,12245589,LOCALE,DATE INSTALLATION PRECISE,VILLE DE MONTREAL,RELEVE TERRAIN INTERNE,45.43897974352304,-73.61277668140566
1870 boulevard Saint-Régis,282609.574,5038588.444,33.033,10008283,12237562,LOCALE,DATE INSTALLATION DANS L'ANNEE COURANTE,DORVAL,RELEVE TERRAIN INTERNE,45.4868752077022,-73.78388162129848
8105-8109 rue Pesant,296880.613,5048331.214,47.398,10008685,12245138,LOCALE,DATE INSTALLATION PRECISE,VILLE DE MONTREAL,RELEVE TERRAIN INTERNE,45.574852638600746,-73.60147150234467
494-498 rue Henri-Duhamel,299368.16,5036908.296,15.612,444,2040,LOCALE,DATE INSTALLATION PRECISE 100 ANS MAXIMUM,VILLE DE MONTREAL,RELEVE TERRAIN EXTERNE,45.47208903051028,-73.56947238404554
4223-4227 rue Wellington,299543.958,5035735.603,15.306,448,2074,LOCALE,DATE INSTALLATION DANS L'ANNEE COURANTE,VILLE DE MONTREAL,RELEVE TERRAIN EXTERNE,45.46153778044722,-73.567211162174
643 rue De La Noue,301203.06,5035791.538,15.264,397,1815,LOCALE,DATE INSTALLATION DANS L'ANNEE COURANTE,VILLE DE MONTREAL,RELEVE TERRAIN EXTERNE,45.462051304310855,-73.54599687394477
30 rue de l' Orée-du-bois Est,300852.428,5034650.871,17.117,423,1919,LOCALE,DATE INSTALLATION DANS L'ANNEE COURANTE,VILLE DE MONTREAL,RELEVE TERRAIN EXTERNE,45.4517851622631,-73.550471074661
100-200 rue Hall,301102.563,5034768.21,16.517,426,1927,LOCALE,INCONNU,VILLE DE MONTREAL,RELEVE PHOTOGRAMMETRIQUE,45.45284240764184,-73.54727403233943
20 avenue des Sommets,300997.01,5034530.086,19.074,435,1976,LOCALE,DATE INSTALLATION DANS L'ANNEE COURANTE,VILLE DE MONTREAL,RELEVE TERRAIN EXTERNE,45.45069907829301,-73.5486217637334
42 chemin Belvedere,296850.063,5039133.375,158.006,5009829,5121093,LOCALE,DATE INSTALLATION DANS L'ANNEE COURANTE,WESTMOUNT,RELEVE PHOTOGRAMMETRIQUE,45.49208663401557,-73.60171367665319
281-283 rue Saint-Zotique Ouest,295711.711,5043205.8,59.53,5006054,5066443,LOCALE,DATE INSTALLATION DANS L'ANNEE COURANTE,VILLE DE MONTREAL,RELEVE PHOTOGRAMMETRIQUE,45.5287182498549,-73.6163531656096
12363-12367 rue Trefflé-Berthiaume,302647.571,5059468.394,14.391,5005938,5064898,LOCALE,DATE INSTALLATION DANS L'ANNEE COURANTE,VILLE DE MONTREAL,RELEVE PHOTOGRAMMETRIQUE,45.675109030744,-73.5276298492372
6216 avenue Henri-Julien,296726.386,5043521.567,64.688,5006186,5070082,LOCALE,DATE INSTALLATION DANS L'ANNEE COURANTE,VILLE DE MONTREAL,RELEVE TERRAIN INTERNE,45.531572100342,-73.60336817108194
6572 avenue De Gaspé,296362.077,5043611.731,62.522,5006188,5070084,LOCALE,DATE INSTALLATION DANS L'ANNEE COURANTE,VILLE DE MONTREAL,RELEVE TERRAIN INTERNE,45.53237913754219,-73.60803400928033
1670-1674 boulevard Gouin Est,292215.179,5047470.369,19.237,20002628,20025290,LOCALE,DATE INSTALLATION PRECISE 6 MOIS MAXIMUM,VILLE DE MONTREAL,RELEVE TERRAIN INTERNE,45.56703778412175,-73.66122682094854
6990 8e avenue,297255.776,5046209.825,52.646,20002201,20020160,LOCALE,DATE INSTALLATION PRECISE AU MOIS COURANT,VILLE DE MONTREAL,RELEVE TERRAIN INTERNE,45.55576804531693,-73.59663183241835
6510-6512 rue des Écores,297540.639,5045306.416,61.2,10007917,12231869,LOCALE,DATE INSTALLATION DANS L'ANNEE COURANTE,VILLE DE MONTREAL,RELEVE TERRAIN INTERNE,45.547641806428665,-73.5929698379409
29 50e avenue,288260.768,5033099.004,24.676,20002955,20028952,LOCALE,DATE INSTALLATION DANS L'ANNEE COURANTE,VILLE DE MONTREAL,RELEVE TERRAIN INTERNE,45.43763614071781,-73.71140248000992
8814-8816 10e avenue,295167.231,5047679.809,37.548,20002961,20028997,LOCALE,DATE INSTALLATION PRECISE,VILLE DE MONTREAL,RELEVE TERRAIN INTERNE,45.56896955801099,-73.62341182070209
7861-7863 avenue de la Loire,300147.155,5052353.29,43.509,10008891,12262988,LOCALE,DATE INSTALLATION PRECISE,VILLE DE MONTREAL,RELEVE TERRAIN INTERNE,45.61107373055688,-73.55965588150097
1600-1650 boulevard Saint-Régis,282911.429,5038794.705,31.257,10008287,12237574,LOCALE,DATE INSTALLATION DANS L'ANNEE COURANTE,DORVAL,RELEVE TERRAIN INTERNE,45.48874071086773,-73.78002925598037
1611 boulevard Saint-Régis,282985.67,5038844.041,31.441,10008288,12237577,LOCALE,DATE INSTALLATION DANS L'ANNEE COURANTE,DORVAL,RELEVE TERRAIN INTERNE,45.48918697183054,-73.77908166594443
1925 avenue Brookdale,283508.722,5034699.753,27.805,10008969,12268379,LOCALE,DATE INSTALLATION DANS L'ANNEE COURANTE,DORVAL,RELEVE TERRAIN INTERNE,45.451911083536295,-73.77221090545835
10 boulevard Hymus,282067.143,5037384.708,35.448,10009013,12268846,LOCALE,DATE INSTALLATION DANS L'ANNEE COURANTE,POINTE-CLAIRE,RELEVE TERRAIN INTERNE,45.47602610043646,-73.79076541810369
6805 rue Hochelaga,302328.721,5049007.123,25.282,10008892,12263073,LOCALE,DATE INSTALLATION PRECISE,VILLE DE MONTREAL,RELEVE TERRAIN INTERNE,45.58097498989935,-73.53166927608781
4009-4011 rue Newmarch,298969.314,5036016.756,16.595,439,1990,LOCALE,DATE INSTALLATION PRECISE 100 ANS MAXIMUM,VILLE DE MONTREAL,RELEVE TERRAIN EXTERNE,45.46406324573466,-73.57456261393327
3895-3899 rue Evelyn,299315.569,5036136.661,14.696,440,2003,LOCALE,DATE INSTALLATION PRECISE 100 ANS MAXIMUM,VILLE DE MONTREAL,RELEVE PHOTOGRAMMETRIQUE,45.46514505433057,-73.57013620380624
5679 rue Sherbrooke Ouest,295763.293,5036777.71,61.977,10008490,12240006,LOCALE,DATE INSTALLATION PRECISE,VILLE DE MONTREAL,RELEVE TERRAIN INTERNE,45.47087618743352,-73.61557402916334
10000 boulevard Maurice-Duplessis,300505.918,5057100.024,35.832,10007993,12232267,LOCALE,DATE INSTALLATION DANS L'ANNEE COURANTE,VILLE DE MONTREAL,RELEVE TERRAIN INTERNE,45.65378801095319,-73.55509864568788
3871-3881 rue Ontario Est,301418.346,5045356.849,20.538,10008044,12234123,LOCALE,DATE INSTALLATION DANS L'ANNEE COURANTE,VILLE DE MONTREAL,RELEVE TERRAIN INTERNE,45.54812470494972,-73.54330916647169
12595 avenue Gustave-Francq,298117.621,5056328.845,22.002,5010086,5124337,LOCALE,DATE INSTALLATION DANS L'ANNEE COURANTE,VILLE DE MONTREAL,RELEVE PHOTOGRAMMETRIQUE,45.64682985718036,-73.5857318941727
8621 rue Jérôme-Lalemant,298002.029,5056258.877,22.09,5010087,5124338,LOCALE,DATE INSTALLATION DANS L'ANNEE COURANTE,VILLE DE MONTREAL,RELEVE PHOTOGRAMMETRIQUE,45.64619914889614,-73.58721386584327
715-717 rue Jean-Talon Ouest,295073.051,5043009.24,57.12,5006062,5066451,LOCALE,DATE INSTALLATION DANS L'ANNEE COURANTE,VILLE DE MONTREAL,RELEVE PHOTOGRAMMETRIQUE,45.526940872577,-73.62452561239354
7001-7019 avenue Casgrain,295826.071,5043892.4,59.3,5006155,5069277,LOCALE,DATE INSTALLATION DANS L'ANNEE COURANTE,VILLE DE MONTREAL,RELEVE PHOTOGRAMMETRIQUE,45.53489806530674,-73.614901765677
6770 avenue Casgrain,296042.955,5043737.205,60.186,5006191,5070087,LOCALE,DATE INSTALLATION DANS L'ANNEE COURANTE,VILLE DE MONTREAL,RELEVE TERRAIN INTERNE,45.533504294825896,-73.61212203553374
5405 avenue des Sapins,300088.132,5048044.423,44.187,10008481,12239815,LOCALE,DATE INSTALLATION PRECISE 6 MOIS MAXIMUM,VILLE DE MONTREAL,RELEVE TERRAIN INTERNE,45.57230093261369,-73.56037142747323
1880 chemin Laval,289487.279,5042430.83,29.561,10008071,12234735,LOCALE,DATE INSTALLATION DANS L'ANNEE COURANTE,VILLE DE MONTREAL,RELEVE TERRAIN INTERNE,45.52163559408842,-73.69601619175262
1605 chemin du Bord-du-Lac-Lakeshore,284370.745,5033370.94,-999.0,10008072,12234747,LOCALE,DATE INSTALLATION PRECISE 100 ANS MAXIMUM,DORVAL,RELEVE TERRAIN EXTERNE,45.439979739702366,-73.76113442172016
9870 3e rue,299710.248,5057773.97,18.749,20002138,20019513,LOCALE,DATE INSTALLATION DANS L'ANNEE COURANTE,VILLE DE MONTREAL,RELEVE TERRAIN INTERNE,45.659846979168464,-73.56531481662982
7905 avenue Mountain Sights,292585.056,5039906.196,48.606,20002142,20019583,LOCALE,DATE INSTALLATION PRECISE,VILLE DE MONTREAL,RELEVE TERRAIN INTERNE,45.4989793180134,-73.65629914271405
UNKNOWN,301425.465,5035975.376,15.337,10008554,12242039,LOCALE,DATE INSTALLATION DANS L'ANNEE COURANTE,VILLE DE MONTREAL,RELEVE TERRAIN INTERNE,45.46370669359823,-73.54315428818865
660 avenue Murray Hill,296210.12,5038524.359,121.577,10008627,12244167,LOCALE,DATE INSTALLATION DANS L'ANNEE COURANTE,WESTMOUNT,RELEVE TERRAIN INTERNE,45.4865986594514,-73.60989061688606
500 boulevard McMillan,285980.418961367,5034739.65412004,-999.0,10007956,12232055,LOCALE,DATE INSTALLATION DANS L'ANNEE COURANTE,DORVAL,PLANS ET PROFILS,45.45234139524637,-73.74061165240292
739-741 rue Egan,298917.494,5034696.926,17.651,10007957,12232074,LOCALE,DATE INSTALLATION DANS L'ANNEE COURANTE,VILLE DE MONTREAL,RELEVE TERRAIN INTERNE,45.452186162167365,-73.57520919751046
3530 rue Allard,296619.296,5034355.148,27.968,10008247,12237319,LOCALE,DATE INSTALLATION PRECISE 6 MOIS MAXIMUM,VILLE DE MONTREAL,RELEVE TERRAIN INTERNE,45.44908762626596,-73.60458617467695
2110 avenue Lebrun,303584.884,5050862.769,16.219,20002168,20019838,LOCALE,DATE INSTALLATION PRECISE,VILLE DE MONTREAL,RELEVE TERRAIN INTERNE,45.59767621777251,-73.51557701048925
2300 boulevard René-Lévesque Ouest,298377.273,5038734.509,46.273,10008171,12236677,LOCALE,DATE INSTALLATION DANS L'ANNEE COURANTE,VILLE DE MONTREAL,RELEVE TERRAIN INTERNE,45.48851342054888,-73.58216901267824
11904-11908 rue Ontario Est,304069.292,5055691.428,16.99,10008337,12238081,LOCALE,DATE INSTALLATION PRECISE,VILLE DE MONTREAL,RELEVE TERRAIN INTERNE,45.64112624390268,-73.5093749815997
9-11 avenue Richardson,293065.935,5033653.952,23.618,10008253,12237378,LOCALE,DATE INSTALLATION DANS L'ANNEE COURANTE,VILLE DE MONTREAL,RELEVE TERRAIN INTERNE,45.442727070079656,-73.64999745177408
2101-2105 rue Masson,298396.501,5044402.939,54.196,5006437,5075262,LOCALE,DATE INSTALLATION DANS L'ANNEE COURANTE,VILLE DE MONTREAL,RELEVE TERRAIN INTERNE,45.53951999620402,-73.58199683316388
5200 rue Molson,299117.018,5044772.775,51.281,5006490,5075886,LOCALE,DATE INSTALLATION DANS L'ANNEE COURANTE,VILLE DE MONTREAL,RELEVE PHOTOGRAMMETRIQUE,45.54285414038662,-73.57277511042719
11011 boulevard Maurice-Duplessis,302524.436,5058583.809,23.197,5005817,5063197,LOCALE,DATE INSTALLATION DANS L'ANNEE COURANTE,VILLE DE MONTREAL,RELEVE PHOTOGRAMMETRIQUE,45.667149061499686,-73.52920613613774
4565-4567 rue Sherbrooke Ouest,296992.921,5038038.102,49.924,5009657,5118940,LOCALE,DATE INSTALLATION DANS L'ANNEE COURANTE,WESTMOUNT,RELEVE PHOTOGRAMMETRIQUE,45.48223255485343,-73.59986851759368
13460-13464 rue Sherbrooke Est,304199.426,5057912.674,13.206,5005888,5063756,LOCALE,DATE INSTALLATION DANS L'ANNEE COURANTE,VILLE DE MONTREAL,RELEVE PHOTOGRAMMETRIQUE,45.66111365872322,-73.50770866503579
15200 rue Sherbrooke Est,305061.546,5060532.003,11.047,10008161,12236558,LOCALE,DATE INSTALLATION DANS L'ANNEE COURANTE,VILLE DE MONTREAL,RELEVE TERRAIN INTERNE,45.68468301713395,-73.49664405906522
3880 avenue Plamondon,294163.721,5040069.865,67.309,10008330,12238043,LOCALE,DATE INSTALLATION PRECISE,VILLE DE MONTREAL,RELEVE TERRAIN INTERNE,45.50047773963927,-73.63610309519251
2054-2056 rue Saint-Christophe,299720.28,5042102.797,28.876,10008335,12238071,LOCALE,DATE INSTALLATION DANS L'ANNEE COURANTE,VILLE DE MONTREAL,RELEVE TERRAIN INTERNE,45.51883354004069,-73.56502239019811
12347 rue Notre-Dame-des-Anges,287839.943,5043932.162,21.122,10008197,12236917,LOCALE,DATE INSTALLATION PRECISE 6 MOIS MAXIMUM,VILLE DE MONTREAL,RELEVE TERRAIN INTERNE,45.53510681612629,-73.71715536475175
8157-8159 rue Giguère,295178.286,5032637.162,32.704,10008363,12238238,LOCALE,DATE INSTALLATION PRECISE,VILLE DE MONTREAL,RELEVE TERRAIN INTERNE,45.43360968601117,-73.62297576745145
201 rue Berlioz,301219.557,5035574.024,16.182,122,348,LOCALE,DATE INSTALLATION DANS L'ANNEE COURANTE,VILLE DE MONTREAL,RELEVE TERRAIN EXTERNE,45.46009408974579,-73.54578419847523
5985-5987 rue Bannantyne,298754.684,5034186.762,18.672,126,381,LOCALE,INCONNU,VILLE DE MONTREAL,RELEVE TERRAIN EXTERNE,45.44759390390475,-73.57728440123947
3999-4003 rue de Verdun,299218.853,5036001.401,15.696,128,398,LOCALE,DATE INSTALLATION PRECISE 100 ANS MAXIMUM,VILLE DE MONTREAL,RELEVE PHOTOGRAMMETRIQUE,45.46392715603287,-73.57137141067422
530-532 rue de l' Église,299267.174,5035885.051,15.816,130,450,LOCALE,DATE INSTALLATION PRECISE 100 ANS MAXIMUM,VILLE DE MONTREAL,RELEVE TERRAIN EXTERNE,45.462880573586695,-73.57075215899057
451-461 rue Osborne,299303.005,5034607.022,17.128,96,227,LOCALE,DATE INSTALLATION DANS L'ANNEE COURANTE,VILLE DE MONTREAL,RELEVE TERRAIN EXTERNE,45.45138035735636,-73.57027929072423
1045-1047 rue Valiquette,298617.937,5034006.21,18.916,146,609,LOCALE,INCONNU,VILLE DE MONTREAL,RELEVE PHOTOGRAMMETRIQUE,45.44596792490912,-73.57903032472849
1515 avenue Carson,284382.56,5033978.372,25.748,10008407,12238673,LOCALE,DATE INSTALLATION DANS L'ANNEE COURANTE,DORVAL,RELEVE TERRAIN INTERNE,45.44544598487718,-73.76100870373007
305 avenue Caledonia,284477.891,5033983.808,26.025,10008411,12238706,LOCALE,DATE INSTALLATION DANS L'ANNEE COURANTE,DORVAL,RELEVE TERRAIN INTERNE,45.445497687060005,-73.75979027409562
6688-6690 15e avenue,297962.156,5046544.417,57.42,20002691,20026457,LOCALE,DATE INSTALLATION DANS L'ANNEE COURANTE,VILLE DE MONTREAL,RELEVE TERRAIN INTERNE,45.55878604897747,-73.5875888511693
2579-2581 avenue De La Salle,301000.128,5046074.537,24.895,10007927,12231898,LOCALE,DATE INSTALLATION DANS L'ANNEE COURANTE,VILLE DE MONTREAL,RELEVE TERRAIN INTERNE,45.55458044989743,-73.54867093214551
3441 rue Armand-Vanasse,304501.436,5060101.336,13.023,5005965,5065083,LOCALE,DATE INSTALLATION DANS L'ANNEE COURANTE,VILLE DE MONTREAL,RELEVE PHOTOGRAMMETRIQUE,45.68080783101582,-73.5038344205456
3311 avenue Cedar,296976.79,5038839.815,108.046,5009841,5121105,LOCALE,DATE INSTALLATION DANS L'ANNEE COURANTE,WESTMOUNT,RELEVE TERRAIN INTERNE,45.48944649862953,-73.60008766746024
13637 rue De La Gauchetière,304925.137,5058096.072,12.967,5005892,5063760,LOCALE,DATE INSTALLATION DANS L'ANNEE COURANTE,VILLE DE MONTREAL,RELEVE TERRAIN INTERNE,45.66276416387274,-73.49839587685494
667-675 rue Jean-Talon Ouest,295097.531,5043069.95,57.79,5006065,5066454,LOCALE,DATE INSTALLATION DANS L'ANNEE COURANTE,VILLE DE MONTREAL,RELEVE PHOTOGRAMMETRIQUE,45.527487514068056,-73.62421343575939
892-912 rue Gilbert-Langevin,297529.19,5043600.573,67.463,5006225,5071533,LOCALE,DATE INSTALLATION PRECISE 6 MOIS MAXIMUM,VILLE DE MONTREAL,RELEVE TERRAIN INTERNE,45.53229183056719,-73.59309090138882
2285 avenue Swallow,283337.716,5033823.702,25.64,10008213,12237089,LOCALE,DATE INSTALLATION PRECISE 6 MOIS MAXIMUM,DORVAL,RELEVE TERRAIN INTERNE,45.44402285500339,-73.77435863709086
307-313 avenue Dorval,285959.18,5033838.996,24.774,10008452,12238919,LOCALE,DATE INSTALLATION DANS L'ANNEE COURANTE,DORVAL,RELEVE TERRAIN INTERNE,45.444236311567984,-73.74084850490395
10000 boulevard Maurice-Duplessis,300405.417,5057038.409,36.477,10007991,12232261,LOCALE,DATE INSTALLATION DANS L'ANNEE COURANTE,VILLE DE MONTREAL,RELEVE TERRAIN INTERNE,45.653232953482586,-73.55638760283016
382-384 76e avenue,294434.188,5030951.47,24.917,10008369,12238256,LOCALE,DATE INSTALLATION PRECISE,VILLE DE MONTREAL,RELEVE TERRAIN INTERNE,45.418430405418725,-73.63245057819675
400 boulevard McMillan,286124.855,5034985.051,-999.0,10008377,12238290,LOCALE,DATE INSTALLATION PRECISE 100 ANS MAXIMUM,DORVAL,RELEVE TERRAIN EXTERNE,45.45455348884396,-73.73877442475289
250-252 rue Régina,299568.957,5036353.487,14.331,148,632,LOCALE,DATE INSTALLATION PRECISE 100 ANS MAXIMUM,VILLE DE MONTREAL,RELEVE TERRAIN EXTERNE,45.46709813694275,-73.56689840537238
600 rue Osborne,299128.794,5034599.101,16.949,149,637,LOCALE,DATE INSTALLATION DANS L'ANNEE COURANTE,VILLE DE MONTREAL,RELEVE PHOTOGRAMMETRIQUE,45.45130765644096,-73.57250650153924
3539-3549 rue Gertrude,299421.153,5036491.076,14.162,152,652,LOCALE,DATE INSTALLATION DANS L'ANNEE COURANTE,VILLE DE MONTREAL,RELEVE TERRAIN EXTERNE,45.46833509115725,-73.56879001138215
67-69 rue Berlioz,301507.838,5035953.018,15.206,170,749,LOCALE,DATE INSTALLATION DANS L'ANNEE COURANTE,VILLE DE MONTREAL,RELEVE TERRAIN EXTERNE,45.46350590038901,-73.54210076669224
18731 rue Antoine-Faucon,274095.462,5034664.156,38.25,506,2381,LOCALE,DATE INSTALLATION DANS L'ANNEE COURANTE,VILLE DE MONTREAL,RELEVE TERRAIN EXTERNE,45.45124077833834,-73.89255453189242
18282 rue d' Amalfi,274537.334,5035121.274,36.761,532,2463,LOCALE,DATE INSTALLATION DANS L'ANNEE COURANTE,VILLE DE MONTREAL,RELEVE PHOTOGRAMMETRIQUE,45.45537336218049,-73.88693360585395
325 boulevard Hymus,278600.889,5034927.253,52.452,20001981,20017686,LOCALE,DATE INSTALLATION PRECISE AU MOIS COURANT,POINTE-CLAIRE,RELEVE TERRAIN INTERNE,45.453791506140895,-73.8349686478949
542-544 boulevard Bishop-Power,296824.909,5031939.165,20.686,10008462,12239011,LOCALE,DATE INSTALLATION PRECISE,VILLE DE MONTREAL,RELEVE TERRAIN INTERNE,45.42734942461023,-73.60191925519717
395 avenue Dorval,285944.843353842,5034118.59595281,-999.0,10007902,12231737,LOCALE,DATE INSTALLATION DANS L'ANNEE COURANTE,DORVAL,PLANS ET PROFILS,45.44675187819785,-73.74104254780538
451-461 rue Brault,299191.738,5034202.123,17.401,10008079,12234973,LOCALE,DATE INSTALLATION DANS L'ANNEE COURANTE,VILLE DE MONTREAL,RELEVE TERRAIN INTERNE,45.4477358927069,-73.5716971452842
41 15e avenue,280779.559,5040351.257,28.953,10008004,12232606,LOCALE,DATE INSTALLATION DANS L'ANNEE COURANTE,VILLE DE MONTREAL,RELEVE TERRAIN INTERNE,45.50267690364844,-73.80737859413426
2084 avenue Chartier,287056.986,5036025.805,32.652,10008226,12237167,LOCALE,DATE INSTALLATION DANS L'ANNEE COURANTE,DORVAL,RELEVE TERRAIN INTERNE,45.46394324375133,-73.72689454994011
4330 rue Hogan,299737.6,5044349.319,47.356,5006507,5075903,LOCALE,DATE INSTALLATION DANS L'ANNEE COURANTE,VILLE DE MONTREAL,RELEVE PHOTOGRAMMETRIQUE,45.53904843624658,-73.56482381633595
4800-4850 rue Molson,299350.595,5044664.914,48.755,5006517,5075913,LOCALE,DATE INSTALLATION DANS L'ANNEE COURANTE,VILLE DE MONTREAL,RELEVE PHOTOGRAMMETRIQUE,45.541885405405736,-73.56978286046794
2235 rue Dandurand,298315.658,5044705.003,58.332,5006450,5075275,LOCALE,DATE INSTALLATION DANS L'ANNEE COURANTE,VILLE DE MONTREAL,RELEVE PHOTOGRAMMETRIQUE,45.54223727998986,-73.58303603224057
5708-5710 avenue des Érables,298115.738,5044689.571,63.528,5006451,5075276,LOCALE,DATE INSTALLATION DANS L'ANNEE COURANTE,VILLE DE MONTREAL,RELEVE PHOTOGRAMMETRIQUE,45.54209663210258,-73.5855959444837
4800-4804 rue Fullum,299041.619,5044372.446,51.485,5006513,5075909,LOCALE,DATE INSTALLATION DANS L'ANNEE COURANTE,VILLE DE MONTREAL,RELEVE PHOTOGRAMMETRIQUE,45.53925123780268,-73.57373596212108
12395 rue Lachapelle,287377.587,5043528.684,22.787,10008689,12245151,LOCALE,DATE INSTALLATION DANS L'ANNEE COURANTE,VILLE DE MONTREAL,RELEVE TERRAIN INTERNE,45.53146477133895,-73.72306085409187
7800-7802 avenue Pigeon,300282.052,5052459.791,43.595,10008631,12244180,LOCALE,DATE INSTALLATION PRECISE,VILLE DE MONTREAL,RELEVE TERRAIN INTERNE,45.61203292841692,-73.55792737555677
3033 rue Sherbrooke Est,300238.281,5044658.687,45.124,10008633,12244184,LOCALE,DATE INSTALLATION DANS L'ANNEE COURANTE,VILLE DE MONTREAL,RELEVE TERRAIN INTERNE,45.54183568847953,-73.55841554143957
3815-3819 rue Dixie,289204.99,5033252.224,26.603,10008304,12237854,LOCALE,DATE INSTALLATION PRECISE 6 MOIS MAXIMUM,VILLE DE MONTREAL,RELEVE TERRAIN INTERNE,45.43903659380178,-73.69933845574238
5091 rue de Savoie,279005.836,5041221.783,28.108,540,2487,LOCALE,DATE INSTALLATION DANS L'ANNEE COURANTE,VILLE DE MONTREAL,RELEVE PHOTOGRAMMETRIQUE,45.510446812037664,-73.83012143108611
18663 rue Poitiers,274142.734,5034599.959,38.292,515,2406,LOCALE,DATE INSTALLATION DANS L'ANNEE COURANTE,VILLE DE MONTREAL,RELEVE TERRAIN EXTERNE,45.45066518854973,-73.89194617555803
18622 rue Thorburn,274336.078,5034803.406,37.697,518,2418,LOCALE,DATE INSTALLATION PRECISE 100 ANS MAXIMUM,VILLE DE MONTREAL,RELEVE TERRAIN EXTERNE,45.45250432942344,-73.88948703254803
18522 rue Thorburn,274278.534,5034929.497,38.633,519,2421,LOCALE,DATE INSTALLATION DANS L'ANNEE COURANTE,VILLE DE MONTREAL,RELEVE PHOTOGRAMMETRIQUE,45.453636429240646,-73.890230559397
4407 rue Cécile,274454.149,5034887.78,37.683,523,2436,LOCALE,DATE INSTALLATION DANS L'ANNEE COURANTE,VILLE DE MONTREAL,RELEVE PHOTOGRAMMETRIQUE,45.45326869764973,-73.88798274266217
18775 rue Budge,274102.681,5034320.701,34.83,529,2454,LOCALE,DATE INSTALLATION DANS L'ANNEE COURANTE,VILLE DE MONTREAL,RELEVE PHOTOGRAMMETRIQUE,45.44815057827426,-73.89244076378692
840-852 rue Saint-André,300732.52,5041548.923,17.964,10008257,12237402,LOCALE,DATE INSTALLATION PRECISE,VILLE DE MONTREAL,RELEVE TERRAIN INTERNE,45.513856288351946,-73.55206075233751
12585 avenue Fernand-Gauthier,296635.78,5055156.117,22.623,20002655,20025785,LOCALE,DATE INSTALLATION PRECISE 6 MOIS MAXIMUM,VILLE DE MONTREAL,RELEVE TERRAIN INTERNE,45.63626163108749,-73.60472302736098
100 avenue Empress,280408.739,5035506.333,42.912,20001940,20017480,LOCALE,DATE INSTALLATION DANS L'ANNEE COURANTE,POINTE-CLAIRE,RELEVE TERRAIN INTERNE,45.45906777665636,-73.8118836354794
2105 avenue Campbell,283100.231,5035349.522,28.217,10008232,12237196,LOCALE,DATE INSTALLATION DANS L'ANNEE COURANTE,DORVAL,RELEVE TERRAIN INTERNE,45.45774541844831,-73.77746218476122
520-550 boulevard Bouchard,286364.287,5034129.394,25.561,10008391,12238417,LOCALE,DATE INSTALLATION DANS L'ANNEE COURANTE,DORVAL,RELEVE TERRAIN INTERNE,45.44686030887068,-73.73568093677459
1755 boulevard Henri-Bourassa Est,292378.042,5047740.602,20.556,10008260,12237422,LOCALE,DATE INSTALLATION PRECISE,VILLE DE MONTREAL,RELEVE TERRAIN INTERNE,45.5694722977968,-73.65914724211855
