INCIDENT_NBR,CREATION_DATE,INCIDENT_TYPE_DESC,DESCRIPTION_GROUPE,CASERNE,NOM_VILLE,NOM_ARROND,DIVISION,LATITUDE,LONGITUDE,NOMBRE_UNITES,DESC_GROUP_ENGLISH
58713,2015-06-17,Feu de véhicule extérieur,AUTREFEU,9,Montréal,Villeray / St-Michel / Parc Extension,8,45.578074,-73.612178,1.0,Other fires
58858,2015-06-17,Feu de champ *,AUTREFEU,34,Montréal,Côte-des-Neiges / Notre-Dame-de-Grâce,4,45.472866,-73.619277,1.0,Other fires
58863,2015-06-17,Feu de cuisinière,INCENDIE,55,Pointe-Claire,Indéterminé,2,45.453389,-73.814965,4.0,Building fire
58896,2015-06-17,Fumée - puit d'accès,AUTREFEU,5,Montréal,Ville-Marie,6,45.507206,-73.568892,1.0,Other fires
58929,2015-06-17,Feu d'auto (voie rapide),AUTREFEU,54,Kirkland,Indéterminé,2,45.443726,-73.877061,2.0,Other fires
58948,2015-06-17,Feu de véhicule extérieur,AUTREFEU,34,Montréal,Côte-des-Neiges / Notre-Dame-de-Grâce,4,45.467493,-73.625273,1.0,Other fires
58952,2015-06-17,10-22 avec feu,INCENDIE,61,Dollard-des-Ormeaux,Indéterminé,1,45.494824,-73.799253,6.0,Building fire
58953,2015-06-17,Feu de champ *,AUTREFEU,65,Montréal,LaSalle,5,45.429384,-73.5967,1.0,Other fires
58973,2015-06-17,Feu de champ *,AUTREFEU,65,Montréal,LaSalle,5,45.429964,-73.598235,1.0,Other fires
58992,2015-06-17,Déchets en feu,AUTREFEU,75,Montréal,Outremont,4,45.512002,-73.606611,1.0,Other fires
59013,2015-06-17,Déchets en feu,AUTREFEU,16,Montréal,Mont-Royal,7,45.521976,-73.566519,1.0,Other fires
59025,2015-06-17,Déchets en feu,AUTREFEU,64,Montréal,Lachine,4,45.446047,-73.706006,5.0,Other fires
59054,2015-06-18,10-22 avec feu,INCENDIE,30,Montréal,Mont-Royal,7,45.532682,-73.584493,7.0,Building fire
59068,2015-06-18,Feu de véhicule extérieur,AUTREFEU,33,Montréal,Sud-Ouest,5,45.458881,-73.601506,1.0,Other fires
59074,2015-06-18,Déchets en feu,AUTREFEU,40,Montréal,Mercier / Hochelaga-Maisonneuve,7,45.589377,-73.526706,1.0,Other fires
59078,2015-06-18,Déchets en feu,AUTREFEU,27,Montréal,Côte-des-Neiges / Notre-Dame-de-Grâce,4,45.49612,-73.619494,1.0,Other fires
59107,2015-06-18,Déchets en feu,AUTREFEU,47,Montréal,Rosemont / Petite-Patrie,7,45.546145,-73.601253,1.0,Other fires
59200,2015-06-18,Feu de bâtiment,INCENDIE,22,Montréal,Saint-Léonard,8,45.590921,-73.576082,14.0,Building fire
59215,2015-06-18,Feu de champ *,AUTREFEU,17,Montréal,Montréal-Nord,8,45.585166,-73.653103,1.0,Other fires
59234,2015-06-18,10-22 avec feu,INCENDIE,67,Montréal,Verdun,5,45.466665,-73.540731,7.0,Building fire
59256,2015-06-18,Feu de véhicule extérieur,AUTREFEU,25,Montréal,Ville-Marie,6,45.508798,-73.581382,1.0,Other fires
59284,2015-06-18,Feu de champ *,AUTREFEU,17,Montréal,Montréal-Nord,8,45.596607,-73.641803,2.0,Other fires
59331,2015-06-18,Déchets en feu,AUTREFEU,16,Montréal,Mont-Royal,7,45.518307,-73.572304,1.0,Other fires
59348,2015-06-18,Feu de véhicule extérieur,AUTREFEU,62,Dorval,Indéterminé,2,45.488443,-73.774178,1.0,Other fires
59385,2015-06-18,Feu de véhicule extérieur,AUTREFEU,44,Montréal,Rivière-des-Prairies / Pointe-aux-Trembles,9,45.648278,-73.545768,1.0,Other fires
59386,2015-06-18,10-22 avec feu,INCENDIE,59,Montréal,Pierrefonds / Roxboro,1,45.475576,-73.87229,6.0,Building fire
59400,2015-06-18,Déchets en feu,AUTREFEU,8,Montréal-Est,Indéterminé,9,45.642168,-73.533175,1.0,Other fires
59402,2015-06-18,Feu de champ *,AUTREFEU,38,Montréal,Rivière-des-Prairies / Pointe-aux-Trembles,9,45.647169,-73.492402,1.0,Other fires
59495,2015-06-19,Déchets en feu,AUTREFEU,26,Montréal,Mont-Royal,7,45.534021,-73.571884,3.0,Other fires
59507,2015-06-19,Fumée - puit d'accès,AUTREFEU,5,Montréal,Ville-Marie,6,45.517346,-73.558235,1.0,Other fires
59520,2015-06-19,Déchets en feu,AUTREFEU,26,Montréal,Mont-Royal,7,45.533066,-73.572784,1.0,Other fires
59526,2015-06-19,Feu de champ *,AUTREFEU,28,Montréal,Anjou,9,45.597849,-73.544555,1.0,Other fires
59536,2015-06-19,Déchets en feu,AUTREFEU,40,Montréal,Mercier / Hochelaga-Maisonneuve,7,45.59628,-73.539243,1.0,Other fires
59544,2015-06-19,Déchets en feu,AUTREFEU,26,Montréal,Mont-Royal,7,45.533073,-73.573861,5.0,Other fires
59574,2015-06-19,Déchets en feu,AUTREFEU,64,Montréal,Lachine,4,45.440765,-73.695765,1.0,Other fires
59604,2015-06-19,Déchets en feu,AUTREFEU,65,Montréal,LaSalle,5,45.418919,-73.636284,1.0,Other fires
59635,2015-06-19,Feu de cuisinière,INCENDIE,18,Montréal,Montréal-Nord,8,45.617988,-73.622266,3.0,Building fire
59641,2015-06-19,Déchets en feu,AUTREFEU,47,Montréal,Rosemont / Petite-Patrie,7,45.553772,-73.587393,1.0,Other fires
59648,2015-06-19,Déchets en feu,AUTREFEU,73,Montréal,Saint-Laurent,3,45.512788,-73.680534,2.0,Other fires
59670,2015-06-19,Feu de véhicule extérieur,AUTREFEU,22,Montréal,Saint-Léonard,8,45.580357,-73.590393,1.0,Other fires
59680,2015-06-19,Feu de champ *,AUTREFEU,78,Côte-Saint-Luc,Indéterminé,4,45.471392,-73.653091,6.0,Other fires
59721,2015-06-19,Feu de champ *,AUTREFEU,30,Montréal,Mont-Royal,7,45.520938,-73.589828,1.0,Other fires
59725,2015-06-19,Déchets en feu,AUTREFEU,50,Montréal,Rosemont / Petite-Patrie,7,45.574183,-73.572027,1.0,Other fires
59726,2015-06-19,Feu de champ *,AUTREFEU,39,Montréal,Mercier / Hochelaga-Maisonneuve,7,45.584472,-73.553698,1.0,Other fires
59732,2015-06-19,Déchets en feu,AUTREFEU,19,Montréal,Ville-Marie,6,45.539169,-73.557905,1.0,Other fires
59735,2015-06-19,Feu de champ *,AUTREFEU,59,Montréal,Pierrefonds / Roxboro,1,45.46366,-73.895615,1.0,Other fires
59739,2015-06-19,Déchets en feu,AUTREFEU,48,Montréal,Mercier / Hochelaga-Maisonneuve,7,45.545664,-73.544477,3.0,Other fires
59740,2015-06-19,Feu d'auto (voie rapide),AUTREFEU,9,Montréal,Villeray / St-Michel / Parc Extension,8,45.571364,-73.599145,2.0,Other fires
59743,2015-06-19,Feu de champ *,AUTREFEU,26,Montréal,Mont-Royal,7,45.536633,-73.579713,4.0,Other fires
59769,2015-06-20,Déchets en feu,AUTREFEU,49,Montréal,Ahuntsic / Cartierville,3,45.549045,-73.651929,1.0,Other fires
59801,2015-06-20,10-22 avec feu,INCENDIE,25,Montréal,Ville-Marie,6,45.497252,-73.57372,8.0,Building fire
59871,2015-06-20,Feu de champ *,AUTREFEU,18,Montréal,Montréal-Nord,8,45.604263,-73.632427,1.0,Other fires
59900,2015-06-20,Déchets en feu,AUTREFEU,47,Montréal,Rosemont / Petite-Patrie,7,45.547941,-73.607054,1.0,Other fires
59932,2015-06-20,Déchets en feu,AUTREFEU,4,Montréal,Côte-des-Neiges / Notre-Dame-de-Grâce,4,45.483355,-73.636471,1.0,Other fires
59940,2015-06-20,Déchets en feu,AUTREFEU,63,Dorval,Indéterminé,2,45.457689,-73.749822,1.0,Other fires
60006,2015-06-20,Déchets en feu,AUTREFEU,16,Montréal,Mont-Royal,7,45.527871,-73.572044,1.0,Other fires
60007,2015-06-20,Déchets en feu,AUTREFEU,37,Montréal,Villeray / St-Michel / Parc Extension,8,45.540862,-73.6284,1.0,Other fires
60021,2015-06-20,Déchets en feu,AUTREFEU,75,Montréal,Outremont,4,45.513009,-73.617612,1.0,Other fires
60024,2015-06-20,Déchets en feu,AUTREFEU,75,Montréal,Outremont,4,45.514279,-73.620441,1.0,Other fires
60025,2015-06-20,10-22 avec feu,INCENDIE,22,Montréal,Saint-Léonard,8,45.585071,-73.569542,8.0,Building fire
60047,2015-06-20,Déchets en feu,AUTREFEU,33,Montréal,Sud-Ouest,5,45.44671,-73.599089,1.0,Other fires
60048,2015-06-20,Déchets en feu,AUTREFEU,30,Montréal,Mont-Royal,7,45.53227,-73.591752,1.0,Other fires
60060,2015-06-20,Feu de champ *,AUTREFEU,57,Montréal,Pierrefonds / Roxboro,1,45.51286,-73.847059,1.0,Other fires
60061,2015-06-20,Feu de véhicule extérieur,AUTREFEU,29,Montréal,Rosemont / Petite-Patrie,7,45.554069,-73.557732,1.0,Other fires
60062,2015-06-20,Feu de champ *,AUTREFEU,66,Montréal,Verdun,5,45.447927,-73.581992,1.0,Other fires
60064,2015-06-20,Feu de champ *,AUTREFEU,45,Montréal,Mercier / Hochelaga-Maisonneuve,7,45.557881,-73.540601,1.0,Other fires
60069,2015-06-20,Feu de champ *,AUTREFEU,66,Montréal,Verdun,5,45.457145,-73.577911,1.0,Other fires
60072,2015-06-20,Fumée - puit d'accès,AUTREFEU,61,Dollard-des-Ormeaux,Indéterminé,1,45.500042,-73.779726,1.0,Other fires
60077,2015-06-20,Feu de champ *,AUTREFEU,65,Montréal,LaSalle,5,45.434927,-73.587736,1.0,Other fires
60106,2015-06-20,Feu de champ *,AUTREFEU,39,Montréal,Mercier / Hochelaga-Maisonneuve,7,45.591482,-73.562714,1.0,Other fires
60109,2015-06-20,Déchets en feu,AUTREFEU,21,Montréal,Saint-Léonard,8,45.589782,-73.588989,1.0,Other fires
60150,2015-06-21,Feu de champ *,AUTREFEU,21,Montréal,Saint-Léonard,8,45.589819,-73.586333,1.0,Other fires
60185,2015-06-21,Feu de champ *,AUTREFEU,25,Montréal,Ville-Marie,6,45.509072,-73.587358,1.0,Other fires
60259,2015-06-21,Feu de champ *,AUTREFEU,57,Montréal,Pierrefonds / Roxboro,1,45.494696,-73.837302,1.0,Other fires
60273,2015-06-21,Feu de véhicule extérieur,AUTREFEU,49,Montréal,Ahuntsic / Cartierville,3,45.534723,-73.657482,1.0,Other fires
60340,2015-06-21,Feu de véhicule extérieur,AUTREFEU,47,Montréal,Rosemont / Petite-Patrie,7,45.539863,-73.585159,1.0,Other fires
60346,2015-06-21,Déchets en feu,AUTREFEU,65,Montréal,LaSalle,5,45.422066,-73.630855,1.0,Other fires
60365,2015-06-21,Feu de champ *,AUTREFEU,20,Montréal,Ville-Marie,6,45.50303,-73.566314,1.0,Other fires
60379,2015-06-21,Feu de champ *,AUTREFEU,17,Montréal,Montréal-Nord,8,45.58747,-73.644624,1.0,Other fires
60381,2015-06-21,Déchets en feu,AUTREFEU,39,Montréal,Mercier / Hochelaga-Maisonneuve,7,45.577045,-73.552865,1.0,Other fires
60383,2015-06-21,Déchets en feu,AUTREFEU,39,Montréal,Mercier / Hochelaga-Maisonneuve,7,45.580498,-73.55542,1.0,Other fires
60384,2015-06-21,Feu de champ *,AUTREFEU,9,Montréal,Villeray / St-Michel / Parc Extension,8,45.557205,-73.610114,1.0,Other fires
60387,2015-06-21,10-22 avec feu,INCENDIE,47,Montréal,Rosemont / Petite-Patrie,7,45.543784,-73.605865,9.0,Building fire
60408,2015-06-21,Feu de véhicule extérieur,AUTREFEU,31,Montréal,Rosemont / Petite-Patrie,7,45.534757,-73.604329,1.0,Other fires
60474,2015-06-22,10-22 avec feu,INCENDIE,74,Mont-Royal,Indéterminé,4,45.507059,-73.662892,6.0,Building fire
60555,2015-06-22,Feu de véhicule extérieur,AUTREFEU,71,Montréal,Saint-Laurent,3,45.492217,-73.745039,1.0,Other fires
60569,2015-06-22,Déchets en feu,AUTREFEU,29,Montréal,Rosemont / Petite-Patrie,7,45.545698,-73.560407,1.0,Other fires
60614,2015-06-22,Déchets en feu,AUTREFEU,65,Montréal,LaSalle,5,45.429135,-73.603703,1.0,Other fires
60622,2015-06-22,10-22 avec feu,INCENDIE,63,Dorval,Indéterminé,2,45.440385,-73.725374,2.0,Building fire
60657,2015-06-22,10-22 avec feu,INCENDIE,72,Montréal,Saint-Laurent,3,45.495646,-73.706255,7.0,Building fire
60658,2015-06-22,Déchets en feu,AUTREFEU,66,Montréal,Verdun,5,45.470822,-73.561341,7.0,Other fires
60701,2015-06-22,Feu de cheminée *,AUTREFEU,34,Montréal,Côte-des-Neiges / Notre-Dame-de-Grâce,4,45.474704,-73.620617,4.0,Other fires
60704,2015-06-22,Feu de cheminée *,AUTREFEU,46,Montréal,Côte-des-Neiges / Notre-Dame-de-Grâce,4,45.476628,-73.630342,3.0,Other fires
60727,2015-06-22,Déchets en feu,AUTREFEU,19,Montréal,Ville-Marie,6,45.520507,-73.559511,1.0,Other fires
60769,2015-06-22,Déchets en feu,AUTREFEU,66,Montréal,Verdun,5,45.455323,-73.566248,3.0,Other fires
60773,2015-06-22,Déchets en feu,AUTREFEU,16,Montréal,Mont-Royal,7,45.527026,-73.564226,1.0,Other fires
60787,2015-06-22,Déchets en feu,AUTREFEU,40,Montréal,Mercier / Hochelaga-Maisonneuve,7,45.606966,-73.510036,1.0,Other fires
60808,2015-06-23,Feu de champ *,AUTREFEU,25,Montréal,Ville-Marie,6,45.509072,-73.587358,1.0,Other fires
60836,2015-06-23,Déchets en feu,AUTREFEU,15,Montréal,Sud-Ouest,5,45.477625,-73.56037,1.0,Other fires
60843,2015-06-23,Déchets en feu,AUTREFEU,43,Montréal,Ahuntsic / Cartierville,3,45.559496,-73.637419,1.0,Other fires
60874,2015-06-23,10-22 avec feu,INCENDIE,19,Montréal,Ville-Marie,6,45.528294,-73.553655,6.0,Building fire
60894,2015-06-23,Déchets en feu,AUTREFEU,64,Montréal,Lachine,4,45.449579,-73.658408,1.0,Other fires
60937,2015-06-23,10-22 avec feu,INCENDIE,25,Montréal,Ville-Marie,6,45.501588,-73.581576,7.0,Building fire
60991,2015-06-23,Feu de véhicule extérieur,AUTREFEU,34,Montréal,Côte-des-Neiges / Notre-Dame-de-Grâce,4,45.47508,-73.623281,1.0,Other fires
60999,2015-06-23,Déchets en feu,AUTREFEU,64,Montréal,Lachine,4,45.456212,-73.719859,1.0,Other fires
61015,2015-06-23,Feu / Agravation possible,INCENDIE,16,Montréal,Mont-Royal,7,45.530233,-73.573136,19.0,Building fire
61018,2015-06-23,Feu de véhicule extérieur,AUTREFEU,23,Montréal,Sud-Ouest,5,45.478347,-73.583966,1.0,Other fires
61020,2015-06-23,Feu de véhicule extérieur,AUTREFEU,72,Montréal,Saint-Laurent,3,45.495252,-73.702274,1.0,Other fires
61033,2015-06-23,Fumée - puit d'accès,AUTREFEU,67,Montréal,Verdun,5,45.450579,-73.551253,1.0,Other fires
61088,2015-06-23,Déchets en feu,AUTREFEU,46,Montréal,Côte-des-Neiges / Notre-Dame-de-Grâce,4,45.470294,-73.649405,1.0,Other fires
61096,2015-06-23,Feu de champ *,AUTREFEU,40,Montréal,Mercier / Hochelaga-Maisonneuve,7,45.611637,-73.524928,1.0,Other fires
61097,2015-06-23,Feu de champ *,AUTREFEU,54,Kirkland,Indéterminé,2,45.450588,-73.862069,1.0,Other fires
61099,2015-06-23,Déchets en feu,AUTREFEU,47,Montréal,Rosemont / Petite-Patrie,7,45.555064,-73.586279,1.0,Other fires
61116,2015-06-23,Feu de champ *,AUTREFEU,55,Pointe-Claire,Indéterminé,2,45.448997,-73.825081,1.0,Other fires
61120,2015-06-23,Feu de champ *,AUTREFEU,43,Montréal,Ahuntsic / Cartierville,3,45.573459,-73.659524,1.0,Other fires
61122,2015-06-23,Feu de champ *,AUTREFEU,65,Montréal,LaSalle,5,45.436736,-73.623377,1.0,Other fires
61131,2015-06-23,Déchets en feu,AUTREFEU,72,Montréal,Saint-Laurent,3,45.511723,-73.729581,1.0,Other fires
61132,2015-06-23,Feu de champ *,AUTREFEU,18,Montréal,Montréal-Nord,8,45.623017,-73.622556,1.0,Other fires
61139,2015-06-23,Feu de champ *,AUTREFEU,65,Montréal,LaSalle,5,45.424491,-73.65664,1.0,Other fires
61141,2015-06-23,Feu de champ *,AUTREFEU,38,Montréal,Rivière-des-Prairies / Pointe-aux-Trembles,9,45.635095,-73.502865,1.0,Other fires
61149,2015-06-23,Feu de champ *,AUTREFEU,13,Montréal,Mercier / Hochelaga-Maisonneuve,7,45.542377,-73.550587,1.0,Other fires
61153,2015-06-23,Feu de champ *,AUTREFEU,13,Montréal,Mercier / Hochelaga-Maisonneuve,7,45.544065,-73.539173,1.0,Other fires
61156,2015-06-23,Feu de champ *,AUTREFEU,66,Montréal,Verdun,5,45.438993,-73.586385,1.0,Other fires
61166,2015-06-24,10-22 avec feu,INCENDIE,9,Montréal,Villeray / St-Michel / Parc Extension,8,45.572588,-73.638103,6.0,Building fire
61175,2015-06-24,Feu de champ *,AUTREFEU,30,Montréal,Mont-Royal,7,45.527839,-73.594888,1.0,Other fires
61278,2015-06-24,Feu de véhicule extérieur,AUTREFEU,63,Dorval,Indéterminé,2,45.452362,-73.77516,1.0,Other fires
61289,2015-06-24,Déchets en feu,AUTREFEU,34,Montréal,Côte-des-Neiges / Notre-Dame-de-Grâce,4,45.468697,-73.605334,1.0,Other fires
61294,2015-06-24,Feu d'auto (voie rapide),AUTREFEU,37,Montréal,Villeray / St-Michel / Parc Extension,8,45.545271,-73.638734,3.0,Other fires
61304,2015-06-24,Feu de véhicule extérieur,AUTREFEU,31,Montréal,Rosemont / Petite-Patrie,7,45.534005,-73.605018,1.0,Other fires
61310,2015-06-24,Déchets en feu,AUTREFEU,23,Montréal,Sud-Ouest,5,45.478134,-73.576662,2.0,Other fires
61322,2015-06-24,10-22 avec feu,INCENDIE,46,Montréal,Côte-des-Neiges / Notre-Dame-de-Grâce,4,45.466092,-73.642015,5.0,Building fire
61338,2015-06-24,Feu de champ *,AUTREFEU,23,Montréal,Sud-Ouest,5,45.478117,-73.583708,1.0,Other fires
61345,2015-06-24,Feu de champ *,AUTREFEU,17,Montréal,Montréal-Nord,8,45.597535,-73.641318,1.0,Other fires
61352,2015-06-24,Feu de champ *,AUTREFEU,56,Montréal,L'Ile-Bizard / Ste-Geneviève,1,45.516193,-73.874862,1.0,Other fires
61361,2015-06-24,Déchets en feu,AUTREFEU,47,Montréal,Rosemont / Petite-Patrie,7,45.558692,-73.592784,1.0,Other fires
61365,2015-06-24,10-22 avec feu,INCENDIE,28,Montréal,Anjou,9,45.60758,-73.589461,7.0,Building fire
61409,2015-06-24,Feu de champ *,AUTREFEU,9,Montréal,Villeray / St-Michel / Parc Extension,8,45.581273,-73.622544,1.0,Other fires
61410,2015-06-24,Feu de champ *,AUTREFEU,38,Montréal,Rivière-des-Prairies / Pointe-aux-Trembles,9,45.671515,-73.500327,1.0,Other fires
61435,2015-06-24,Feu de champ *,AUTREFEU,66,Montréal,Verdun,5,45.461751,-73.562141,1.0,Other fires
61441,2015-06-24,Feu de champ *,AUTREFEU,23,Montréal,Sud-Ouest,5,45.477553,-73.582175,1.0,Other fires
61443,2015-06-24,Feu de champ *,AUTREFEU,30,Montréal,Mont-Royal,7,45.526849,-73.592672,1.0,Other fires
61444,2015-06-24,Feu de champ *,AUTREFEU,33,Montréal,Sud-Ouest,5,45.46223,-73.584764,1.0,Other fires
61445,2015-06-24,Feu de champ *,AUTREFEU,46,Montréal,Côte-des-Neiges / Notre-Dame-de-Grâce,4,45.468648,-73.633437,1.0,Other fires
61451,2015-06-24,10-22 avec feu,INCENDIE,22,Montréal,Saint-Léonard,8,45.574545,-73.581188,7.0,Building fire
61453,2015-06-24,10-22 avec feu,INCENDIE,66,Montréal,Verdun,5,45.460122,-73.56725,8.0,Building fire
61454,2015-06-24,Déchets en feu,AUTREFEU,17,Montréal,Montréal-Nord,8,45.606221,-73.637339,1.0,Other fires
61469,2015-06-25,Déchets en feu,AUTREFEU,63,Dorval,Indéterminé,2,45.440692,-73.730885,1.0,Other fires
61472,2015-06-25,10-22 avec feu,INCENDIE,42,Montréal,Ahuntsic / Cartierville,3,45.533702,-73.679078,9.0,Building fire
61474,2015-06-25,Feu de champ *,AUTREFEU,57,Montréal,Pierrefonds / Roxboro,1,45.475407,-73.860728,1.0,Other fires
61492,2015-06-25,Feu de véhicule intérieur,AUTREFEU,42,Montréal,Ahuntsic / Cartierville,3,45.533158,-73.679733,8.0,Other fires
61497,2015-06-25,10-22 avec feu,INCENDIE,18,Montréal,Montréal-Nord,8,45.617533,-73.615149,6.0,Building fire
61520,2015-06-25,Feu / Agravation possible,INCENDIE,9,Montréal,Villeray / St-Michel / Parc Extension,8,45.575724,-73.629713,18.0,Building fire
61526,2015-06-25,10-22 avec feu,INCENDIE,33,Montréal,Sud-Ouest,5,45.451476,-73.589527,4.0,Building fire
61579,2015-06-25,Feu de nature électrique,INCENDIE,63,Dorval,Indéterminé,2,45.448031,-73.750758,8.0,Building fire
61595,2015-06-25,Feu de champ *,AUTREFEU,66,Montréal,Verdun,5,45.466018,-73.566716,5.0,Other fires
61624,2015-06-25,Feu de champ *,AUTREFEU,17,Montréal,Montréal-Nord,8,45.596607,-73.641803,1.0,Other fires
61666,2015-06-25,Feu / Agravation possible,INCENDIE,61,Dollard-des-Ormeaux,Indéterminé,1,45.495111,-73.786594,21.0,Building fire
61689,2015-06-25,Feu de champ *,AUTREFEU,64,Montréal,Lachine,4,45.44193,-73.695703,1.0,Other fires
61731,2015-06-25,Déchets en feu,AUTREFEU,46,Montréal,Côte-des-Neiges / Notre-Dame-de-Grâce,4,45.455055,-73.637866,3.0,Other fires
61738,2015-06-25,Déchets en feu,AUTREFEU,18,Montréal,Montréal-Nord,8,45.616748,-73.625524,4.0,Other fires
61760,2015-06-25,Déchets en feu,AUTREFEU,40,Montréal,Mercier / Hochelaga-Maisonneuve,7,45.59441,-73.517955,1.0,Other fires
61773,2015-06-25,Feu de champ *,AUTREFEU,8,Montréal-Est,Indéterminé,9,45.612452,-73.511645,1.0,Other fires
61786,2015-06-25,Déchets en feu,AUTREFEU,40,Montréal,Mercier / Hochelaga-Maisonneuve,7,45.59542,-73.53872,1.0,Other fires
61808,2015-06-25,Feu de champ *,AUTREFEU,65,Montréal,LaSalle,5,45.43001,-73.592593,1.0,Other fires
61812,2015-06-25,Déchets en feu,AUTREFEU,78,Hampstead,Indéterminé,4,45.480006,-73.646421,1.0,Other fires
61820,2015-06-25,Déchets en feu,AUTREFEU,78,Hampstead,Indéterminé,4,45.481765,-73.644802,1.0,Other fires
61825,2015-06-26,Déchets en feu,AUTREFEU,4,Montréal,Côte-des-Neiges / Notre-Dame-de-Grâce,4,45.496905,-73.643323,4.0,Other fires
61831,2015-06-26,Déchets en feu,AUTREFEU,65,Montréal,LaSalle,5,45.42795,-73.606221,1.0,Other fires
61844,2015-06-26,Déchets en feu,AUTREFEU,66,Montréal,Verdun,5,45.460758,-73.571539,4.0,Other fires
61845,2015-06-26,Déchets en feu,AUTREFEU,20,Montréal,Ville-Marie,6,45.500926,-73.565763,1.0,Other fires
61925,2015-06-26,Déchets en feu,AUTREFEU,76,Westmount,Indéterminé,4,45.486539,-73.588668,1.0,Other fires
61952,2015-06-26,Feu de véhicule extérieur,AUTREFEU,5,Montréal,Ville-Marie,6,45.514229,-73.556934,1.0,Other fires
61973,2015-06-26,Déchets en feu,AUTREFEU,10,Montréal,Ville-Marie,6,45.493834,-73.582163,7.0,Other fires
61976,2015-06-26,Feu de champ *,AUTREFEU,42,Montréal,Ahuntsic / Cartierville,3,45.530722,-73.717813,1.0,Other fires
61979,2015-06-26,Feu de véhicule extérieur,AUTREFEU,22,Montréal,Saint-Léonard,8,45.582421,-73.574202,1.0,Other fires
62020,2015-06-26,Déchets en feu,AUTREFEU,37,Montréal,Villeray / St-Michel / Parc Extension,8,45.546812,-73.629955,1.0,Other fires
62028,2015-06-26,Feu / Agravation possible,INCENDIE,65,Montréal,LaSalle,5,45.428484,-73.657525,20.0,Building fire
62056,2015-06-26,Déchets en feu,AUTREFEU,9,Montréal,Villeray / St-Michel / Parc Extension,8,45.572569,-73.626631,5.0,Other fires
62073,2015-06-26,Déchets en feu,AUTREFEU,64,Montréal,Lachine,4,45.437905,-73.683853,1.0,Other fires
62082,2015-06-26,Feu de champ *,AUTREFEU,44,Montréal,Rivière-des-Prairies / Pointe-aux-Trembles,9,45.676791,-73.535331,1.0,Other fires
62095,2015-06-26,Déchets en feu,AUTREFEU,40,Montréal,Mercier / Hochelaga-Maisonneuve,7,45.596508,-73.535117,1.0,Other fires
62098,2015-06-26,10-22 avec feu,INCENDIE,49,Montréal,Ahuntsic / Cartierville,3,45.531643,-73.661309,5.0,Building fire
62114,2015-06-26,10-22 avec feu,INCENDIE,41,Montréal,Villeray / St-Michel / Parc Extension,8,45.528929,-73.637129,4.0,Building fire
62122,2015-06-26,Feu de champ *,AUTREFEU,42,Montréal,Ahuntsic / Cartierville,3,45.530333,-73.72587,1.0,Other fires
62123,2015-06-26,Feu de champ *,AUTREFEU,53,Beaconsfield,Indéterminé,2,45.42663,-73.85637,1.0,Other fires
62139,2015-06-26,Feu de champ *,AUTREFEU,65,Montréal,LaSalle,5,45.429964,-73.598235,1.0,Other fires
62140,2015-06-26,Feu de champ *,AUTREFEU,43,Montréal,Ahuntsic / Cartierville,3,45.576991,-73.65417,1.0,Other fires
62157,2015-06-26,Feu de véhicule extérieur,AUTREFEU,18,Montréal,Montréal-Nord,8,45.619399,-73.617123,1.0,Other fires
62181,2015-06-27,Feu de véhicule extérieur,AUTREFEU,46,Montréal,Côte-des-Neiges / Notre-Dame-de-Grâce,4,45.4668,-73.641466,1.0,Other fires
62189,2015-06-27,Déchets en feu,AUTREFEU,40,Montréal,Mercier / Hochelaga-Maisonneuve,7,45.606927,-73.519147,1.0,Other fires
62198,2015-06-27,Déchets en feu,AUTREFEU,34,Montréal,Côte-des-Neiges / Notre-Dame-de-Grâce,4,45.475855,-73.607047,1.0,Other fires
62313,2015-06-27,Feu de champ *,AUTREFEU,75,Montréal,Outremont,4,45.511744,-73.607219,1.0,Other fires
62315,2015-06-27,Feu de bâtiment,INCENDIE,29,Montréal,Rosemont / Petite-Patrie,7,45.555309,-73.566005,44.0,Building fire
62337,2015-06-27,Feu de champ *,AUTREFEU,45,Montréal,Mercier / Hochelaga-Maisonneuve,7,45.562252,-73.524452,2.0,Other fires
62338,2015-06-27,Déchets en feu,AUTREFEU,37,Montréal,Villeray / St-Michel / Parc Extension,8,45.549876,-73.607744,2.0,Other fires
62355,2015-06-27,Feu de champ *,AUTREFEU,17,Montréal,Montréal-Nord,8,45.596607,-73.641803,1.0,Other fires
62389,2015-06-27,Feu de champ *,AUTREFEU,3,Montréal,Sud-Ouest,5,45.488998,-73.576968,1.0,Other fires
62396,2015-06-27,Feu de champ *,AUTREFEU,10,Montréal,Ville-Marie,6,45.488392,-73.580124,1.0,Other fires
62402,2015-06-27,Déchets en feu,AUTREFEU,9,Montréal,Villeray / St-Michel / Parc Extension,8,45.570409,-73.624439,1.0,Other fires
62424,2015-06-27,Déchets en feu,AUTREFEU,48,Montréal,Mercier / Hochelaga-Maisonneuve,7,45.542949,-73.553807,1.0,Other fires
62428,2015-06-27,Déchets en feu,AUTREFEU,39,Montréal,Mercier / Hochelaga-Maisonneuve,7,45.593014,-73.561709,3.0,Other fires
62434,2015-06-27,Feu de champ *,AUTREFEU,41,Montréal,Villeray / St-Michel / Parc Extension,8,45.537909,-73.614808,1.0,Other fires
62435,2015-06-27,Fumée - puit d'accès,AUTREFEU,30,Montréal,Mont-Royal,7,45.528247,-73.60025,1.0,Other fires
