INCIDENT_NBR,CREATION_DATE,INCIDENT_TYPE_DESC,DESCRIPTION_GROUPE,CASERNE,NOM_VILLE,NOM_ARROND,DIVISION,LATITUDE,LONGITUDE,NOMBRE_UNITES,DESC_GROUP_ENGLISH
87973,2009-10-28,Déchets en feu,Autres incendies,45,Montréal,Mercier / Hochelaga-Maisonneuve,23,45.5590468728445,-73.5287824081634,1.0,Other fires
87995,2009-10-28,Feu de champ *,Autres incendies,23,Montréal,Sud-Ouest,15,45.4724373404605,-73.5834139410465,1.0,Other fires
88048,2009-10-28,Feu de bâtiment,Incendies de bâtiments,31,Montréal,Rosemont / Petite-Patrie,22,45.5288303995555,-73.6053509516445,14.0,Building fire
88085,2009-10-29,10-22 avec feu,Incendies de bâtiments,30,Montréal,Mont-Royal,22,45.5164242592171,-73.5798822205736,3.0,Building fire
88100,2009-10-29,10-22 avec feu,Incendies de bâtiments,9,Montréal,Villeray / St-Michel / Parc Extension,20,45.570581800286,-73.6398032606839,5.0,Building fire
88131,2009-10-29,Déchets en feu,Autres incendies,66,Montréal,Verdun,15,45.4572583938918,-73.5675111051943,1.0,Other fires
88155,2009-10-29,Feu de bâtiment,Incendies de bâtiments,75,Montréal,Outremont,17,45.5213481936656,-73.6101628517589,11.0,Building fire
88208,2009-10-29,Feu de champ *,Autres incendies,39,Montréal,Mercier / Hochelaga-Maisonneuve,23,45.5810259133716,-73.5613802929771,1.0,Other fires
88217,2009-10-29,Feu de cheminée *,Autres incendies,30,Montréal,Mont-Royal,22,45.5255586299503,-73.5906101357247,3.0,Other fires
88276,2009-10-29,Feu de véhicule extérieur,Autres incendies,26,Montréal,Mont-Royal,22,45.5372493694288,-73.5606540188095,1.0,Other fires
88281,2009-10-29,10-22 avec feu,Incendies de bâtiments,20,Montréal,Ville-Marie,18,45.5065956176579,-73.5530194583302,7.0,Building fire
88296,2009-10-29,Feu de champ *,Autres incendies,44,Montréal,Rivière-des-Prairies / Pointe-aux-Trembles,25,45.6507892702299,-73.5615462613371,1.0,Other fires
88307,2009-10-29,Déchets en feu,Autres incendies,4,Montréal,Côte-des-Neiges / Notre-Dame-de-Grâce,17,45.4942129822413,-73.6534578846274,1.0,Other fires
88314,2009-10-29,Feu de champ *,Autres incendies,23,Montréal,Sud-Ouest,15,45.472031761513,-73.5842958206321,1.0,Other fires
88357,2009-10-29,Déchets en feu,Autres incendies,50,Montréal,Rosemont / Petite-Patrie,22,45.5735098691574,-73.5798990493713,1.0,Other fires
88372,2009-10-29,Feu de véhicule extérieur,Autres incendies,3,Montréal,Sud-Ouest,15,45.4918502257583,-73.5645842085978,5.0,Other fires
88377,2009-10-29,Déchets en feu,Autres incendies,25,Montréal,Ville-Marie,18,45.497188469645,-73.5757093639613,3.0,Other fires
88382,2009-10-30,10-22 avec feu,Incendies de bâtiments,47,Montréal,Rosemont / Petite-Patrie,22,45.5404148499787,-73.5907492407741,8.0,Building fire
88388,2009-10-30,Feu de véhicule extérieur,Autres incendies,41,Montréal,Outremont,17,45.517604009341,-73.6110387354288,1.0,Other fires
88395,2009-10-30,Déchets en feu,Autres incendies,64,Montréal,Lachine,14,45.4378694523033,-73.6863844222553,4.0,Other fires
88474,2009-10-30,Déchets en feu,Autres incendies,45,Montréal,Mercier / Hochelaga-Maisonneuve,23,45.5675853349594,-73.5323610936239,4.0,Other fires
88485,2009-10-30,Incendie de fondoir à goudron,Autres incendies,64,Montréal,Lachine,14,45.4392156718266,-73.6991581916892,2.0,Other fires
88501,2009-10-30,Déchets en feu,Autres incendies,18,Montréal,Montréal-Nord,21,45.6184018533251,-73.6124941462529,1.0,Other fires
88535,2009-10-30,Feu de champ *,Autres incendies,44,Montréal,Rivière-des-Prairies / Pointe-aux-Trembles,25,45.6508966811504,-73.5772890114336,1.0,Other fires
88571,2009-10-30,Feu de champ *,Autres incendies,63,Dorval,Indéterminé,13,45.4445618576136,-73.7531609923085,1.0,Other fires
88589,2009-10-30,Déchets en feu,Autres incendies,14,Montréal,Rivière-des-Prairies / Pointe-aux-Trembles,25,45.6271005890914,-73.5955443981253,1.0,Other fires
88632,2009-10-30,Feu de véhicule extérieur,Autres incendies,64,Montréal,Lachine,14,45.4360994870163,-73.6790420628069,1.0,Other fires
88665,2009-10-30,Feu de bâtiment,Incendies de bâtiments,73,Montréal,Saint-Laurent,13,45.5144462674135,-73.691935882676,11.0,Building fire
88676,2009-10-30,Déchets en feu,Autres incendies,16,Montréal,Mont-Royal,22,45.530265717453,-73.5770852121403,4.0,Other fires
88686,2009-10-30,Feu de véhicule extérieur,Autres incendies,38,Montréal,Rivière-des-Prairies / Pointe-aux-Trembles,25,45.6993777097165,-73.5066902988808,1.0,Other fires
88723,2009-10-31,Déchets en feu,Autres incendies,64,Montréal,Lachine,14,45.4424068745579,-73.7110063292441,4.0,Other fires
88732,2009-10-31,Feu de champ *,Autres incendies,64,Montréal,Lachine,14,45.4351924811484,-73.69964250679,1.0,Other fires
88746,2009-10-31,Déchets en feu,Autres incendies,5,Montréal,Ville-Marie,18,45.5147888704113,-73.5616026262629,1.0,Other fires
88759,2009-10-31,10-22 avec feu,Incendies de bâtiments,37,Montréal,Villeray / St-Michel / Parc Extension,20,45.5417040499719,-73.6261068088358,6.0,Building fire
88765,2009-10-31,Feu de véhicule extérieur,Autres incendies,66,Montréal,Verdun,15,45.4546792089848,-73.5764195988278,5.0,Other fires
88785,2009-10-31,Déchets en feu,Autres incendies,5,Montréal,Ville-Marie,18,45.5147888704113,-73.5616026262629,6.0,Other fires
88795,2009-10-31,10-22 avec feu,Incendies de bâtiments,5,Montréal,Ville-Marie,18,45.5139184167478,-73.5569940298467,8.0,Building fire
88813,2009-10-31,Feu de véhicule extérieur,Autres incendies,34,Montréal,Côte-des-Neiges / Notre-Dame-de-Grâce,17,45.4704266073872,-73.6185556183191,1.0,Other fires
88963,2009-10-31,Feu de véhicule extérieur,Autres incendies,71,Montréal,Saint-Laurent,13,45.4796087445308,-73.7660323972927,1.0,Other fires
88976,2009-10-31,10-22 avec feu,Incendies de bâtiments,3,Montréal,Sud-Ouest,15,45.4940306673036,-73.5593921286147,8.0,Building fire
88979,2009-10-31,10-22 avec feu,Incendies de bâtiments,18,Montréal,Montréal-Nord,21,45.6172188269438,-73.616736027858,3.0,Building fire
88998,2009-10-31,Déchets en feu,Autres incendies,33,Montréal,Sud-Ouest,15,45.4628336644009,-73.597657789429,5.0,Other fires
89002,2009-10-31,Déchets en feu,Autres incendies,72,Montréal,Saint-Laurent,13,45.5053778550462,-73.7112030662153,1.0,Other fires
89005,2009-10-31,Déchets en feu,Autres incendies,72,Montréal,Saint-Laurent,13,45.5053778550462,-73.7112030662153,1.0,Other fires
89010,2009-10-31,Feu de véhicule extérieur,Autres incendies,55,Pointe-Claire,Indéterminé,12,45.4593073402992,-73.8222621462697,1.0,Other fires
89011,2009-10-31,Feu de véhicule extérieur,Autres incendies,18,Montréal,Montréal-Nord,21,45.6067053755995,-73.6200987261833,1.0,Other fires
89025,2009-10-31,Feu de champ *,Autres incendies,55,Pointe-Claire,Indéterminé,12,45.4503606469155,-73.7894697343162,1.0,Other fires
89032,2009-10-31,10-22 avec feu,Incendies de bâtiments,75,Montréal,Outremont,17,45.5231043981994,-73.608578942647,5.0,Building fire
89185,2009-11-01,Feu de champ *,Autres incendies,53,Beaconsfield,Indéterminé,12,45.4255970415534,-73.8812883893436,1.0,Other fires
89187,2009-11-01,Feu de champ *,Autres incendies,57,Montréal,Pierrefonds / Roxboro,11,45.4937321518703,-73.8449766587673,1.0,Other fires
89209,2009-11-01,Feu de champ *,Autres incendies,10,Montréal,Ville-Marie,18,45.4954597095843,-73.6004266718081,5.0,Other fires
89214,2009-11-01,Feu de champ *,Autres incendies,53,Beaconsfield,Indéterminé,12,45.4290781570081,-73.8594966507131,1.0,Other fires
89217,2009-11-01,Déchets en feu,Autres incendies,22,Montréal,Saint-Léonard,20,45.5883224055887,-73.5779848584764,1.0,Other fires
89253,2009-11-01,Feu de champ *,Autres incendies,40,Montréal,Mercier / Hochelaga-Maisonneuve,23,45.5957792420078,-73.5232639708625,1.0,Other fires
89266,2009-11-01,Déchets en feu,Autres incendies,18,Montréal,Montréal-Nord,21,45.6155007631635,-73.6246821697438,1.0,Other fires
89294,2009-11-01,Déchets en feu,Autres incendies,39,Montréal,Mercier / Hochelaga-Maisonneuve,23,45.5798421357611,-73.5534215164511,1.0,Other fires
89299,2009-11-01,Déchets en feu,Autres incendies,8,Montréal,Rivière-des-Prairies / Pointe-aux-Trembles,25,45.647917340358,-73.4955609926889,1.0,Other fires
89315,2009-11-01,Feu de champ *,Autres incendies,46,Montréal,Côte-des-Neiges / Notre-Dame-de-Grâce,17,45.4633661938233,-73.6466351216785,1.0,Other fires
89354,2009-11-01,Feu de champ *,Autres incendies,9,Montréal,Villeray / St-Michel / Parc Extension,20,45.5597748332271,-73.6156306882813,1.0,Other fires
89380,2009-11-01,Feu de bâtiment,Incendies de bâtiments,42,Montréal,Ahuntsic / Cartierville,21,45.5262339145787,-73.7124204603404,13.0,Building fire
89381,2009-11-01,Déchets en feu,Autres incendies,25,Montréal,Ville-Marie,18,45.4942675551714,-73.5701014298426,1.0,Other fires
89384,2009-11-02,Déchets en feu,Autres incendies,45,Montréal,Mercier / Hochelaga-Maisonneuve,23,45.5609979570784,-73.5344068643263,1.0,Other fires
89401,2009-11-02,Feu de champ *,Autres incendies,13,Montréal,Mercier / Hochelaga-Maisonneuve,23,45.550002678395,-73.5319924003392,7.0,Other fires
89410,2009-11-02,Déchets en feu,Autres incendies,55,Pointe-Claire,Indéterminé,12,45.4493755780286,-73.8181273550128,3.0,Other fires
89415,2009-11-02,Feu / Agravation possible,Incendies de bâtiments,66,Montréal,Verdun,15,45.4631300019526,-73.5746023997243,17.0,Building fire
89445,2009-11-02,Acc. s-vict. av. feu - v.r.,Autres incendies,72,Montréal,Saint-Laurent,13,45.4732415367699,-73.7078471745584,5.0,Other fires
89476,2009-11-02,10-22 avec feu,Incendies de bâtiments,71,Montréal,Saint-Laurent,13,45.5165316805065,-73.7228924348647,8.0,Building fire
89527,2009-11-02,Déchets en feu,Autres incendies,17,Montréal,Montréal-Nord,21,45.595144668186,-73.6343911787603,1.0,Other fires
89533,2009-11-02,Feu de véhicule extérieur,Autres incendies,55,Pointe-Claire,Indéterminé,12,45.4675934181753,-73.8291128590223,1.0,Other fires
89558,2009-11-02,10-22 avec feu,Incendies de bâtiments,20,Montréal,Ville-Marie,18,45.5065956176579,-73.5530194583302,9.0,Building fire
89590,2009-11-02,Feu de champ *,Autres incendies,56,Montréal,L'Ile-Bizard / Ste-Geneviève,11,45.4828432918747,-73.8819685740618,1.0,Other fires
89597,2009-11-02,Déchets en feu,Autres incendies,22,Montréal,Saint-Léonard,20,45.5845199840327,-73.585181653057,1.0,Other fires
89599,2009-11-02,Déchets en feu,Autres incendies,8,Montréal,Rivière-des-Prairies / Pointe-aux-Trembles,25,45.6470534546549,-73.4942524719471,1.0,Other fires
89600,2009-11-02,Déchets en feu,Autres incendies,75,Montréal,Outremont,17,45.525537645312,-73.6140371280332,1.0,Other fires
89604,2009-11-02,Déchets en feu,Autres incendies,28,Montréal,Anjou,25,45.6008490815345,-73.5764126833229,1.0,Other fires
89616,2009-11-02,Déchets en feu,Autres incendies,66,Montréal,Verdun,15,45.4594244913129,-73.5716821490605,1.0,Other fires
89648,2009-11-02,10-22 avec feu,Incendies de bâtiments,46,Montréal,Côte-des-Neiges / Notre-Dame-de-Grâce,17,45.4552653387517,-73.641244112821,6.0,Building fire
89651,2009-11-02,Déchets en feu,Autres incendies,38,Montréal,Rivière-des-Prairies / Pointe-aux-Trembles,25,45.6840180946336,-73.4999614867496,1.0,Other fires
89657,2009-11-02,Feu de champ *,Autres incendies,57,Montréal,Pierrefonds / Roxboro,11,45.5004454933507,-73.7751772576748,1.0,Other fires
89688,2009-11-02,Déchets en feu,Autres incendies,64,Montréal,Lachine,14,45.4349062937789,-73.6708072314598,4.0,Other fires
89724,2009-11-03,Feu / 3e Alerte,Incendies de bâtiments,16,Montréal,Mont-Royal,22,45.5300041824044,-73.5779426335464,42.0,Building fire
89779,2009-11-03,Déchets en feu,Autres incendies,49,Montréal,Ahuntsic / Cartierville,21,45.5550400304907,-73.6482438467185,1.0,Other fires
89804,2009-11-03,Déchets en feu,Autres incendies,19,Montréal,Ville-Marie,18,45.5311250748131,-73.5534393912226,1.0,Other fires
89915,2009-11-03,Feu de véhicule extérieur,Autres incendies,29,Montréal,Rosemont / Petite-Patrie,22,45.5492001841942,-73.5742295093688,1.0,Other fires
89965,2009-11-03,10-22 avec feu,Incendies de bâtiments,64,Montréal,Lachine,14,45.4460282074517,-73.6826145420463,7.0,Building fire
89966,2009-11-03,10-22 avec feu,Incendies de bâtiments,4,Montréal,Côte-des-Neiges / Notre-Dame-de-Grâce,17,45.4876745877058,-73.6438709099558,4.0,Building fire
89991,2009-11-03,Déchets en feu,Autres incendies,66,Montréal,Verdun,15,45.4528942120096,-73.5673524755467,4.0,Other fires
90005,2009-11-03,Déchets en feu,Autres incendies,49,Montréal,Ahuntsic / Cartierville,21,45.5333837587624,-73.6529498162403,6.0,Other fires
90016,2009-11-03,Déchets en feu,Autres incendies,19,Montréal,Mont-Royal,22,45.530769242413,-73.563041184323,1.0,Other fires
90040,2009-11-04,Feu / Agravation possible,Incendies de bâtiments,26,Montréal,Mont-Royal,22,45.5366531188859,-73.5649427765042,17.0,Building fire
90064,2009-11-04,10-22 avec feu,Incendies de bâtiments,33,Montréal,Sud-Ouest,15,45.4583294637091,-73.5928039544821,3.0,Building fire
90095,2009-11-04,Feu d'auto (voie rapide),Autres incendies,28,Montréal,Anjou,25,45.5987476265933,-73.5532599977091,2.0,Other fires
90101,2009-11-04,10-22 avec feu,Incendies de bâtiments,40,Montréal,Mercier / Hochelaga-Maisonneuve,23,45.5841987478839,-73.5216957597714,5.0,Building fire
90104,2009-11-04,10-22 avec feu,Incendies de bâtiments,34,Montréal,Côte-des-Neiges / Notre-Dame-de-Grâce,17,45.4886238716964,-73.6247857391224,6.0,Building fire
90156,2009-11-04,Feu de champ *,Autres incendies,43,Montréal,Ahuntsic / Cartierville,21,45.5586169212056,-73.6516348714228,1.0,Other fires
90172,2009-11-04,10-22 avec feu,Incendies de bâtiments,17,Montréal,Montréal-Nord,21,45.5977902463887,-73.6343205855922,4.0,Building fire
90176,2009-11-04,Déchets en feu,Autres incendies,33,Montréal,Sud-Ouest,15,45.4599888426068,-73.5881906377329,1.0,Other fires
90197,2009-11-04,Feu de champ *,Autres incendies,13,Montréal,Mercier / Hochelaga-Maisonneuve,23,45.5436919388996,-73.5410296964077,1.0,Other fires
90215,2009-11-04,Feu de champ *,Autres incendies,40,Montréal,Mercier / Hochelaga-Maisonneuve,23,45.598514554706,-73.5240598319125,1.0,Other fires
90221,2009-11-04,Déchets en feu,Autres incendies,39,Montréal,Mercier / Hochelaga-Maisonneuve,23,45.5792107795974,-73.5336875971455,1.0,Other fires
90236,2009-11-04,Déchets en feu,Autres incendies,38,Montréal,Rivière-des-Prairies / Pointe-aux-Trembles,25,45.6565646421453,-73.496650984915,1.0,Other fires
90239,2009-11-04,10-22 avec feu,Incendies de bâtiments,10,Montréal,Ville-Marie,18,45.4880769751857,-73.5830020540487,4.0,Building fire
90243,2009-11-04,Feu de champ *,Autres incendies,50,Montréal,Rosemont / Petite-Patrie,22,45.5654852292894,-73.5771846099619,1.0,Other fires
90266,2009-11-04,Déchets en feu,Autres incendies,61,Dollard-des-Ormeaux,Indéterminé,11,45.4935289329513,-73.784867316388,1.0,Other fires
90289,2009-11-04,10-22 avec feu,Incendies de bâtiments,45,Montréal,Mercier / Hochelaga-Maisonneuve,23,45.5586639761046,-73.5443069309032,7.0,Building fire
90294,2009-11-04,Feu / 5e Alerte,Incendies de bâtiments,13,Montréal,Mercier / Hochelaga-Maisonneuve,23,45.543539145002,-73.5405301614707,60.0,Building fire
90296,2009-11-04,Feu de bâtiment,Incendies de bâtiments,65,Montréal,LaSalle,14,45.423161750787,-73.6458793023263,11.0,Building fire
90300,2009-11-04,Feu de champ *,Autres incendies,30,Montréal,Mont-Royal,22,45.5290622614449,-73.5975802954782,1.0,Other fires
90322,2009-11-05,Déchets en feu,Autres incendies,16,Montréal,Mont-Royal,22,45.5169091820268,-73.5674672008562,1.0,Other fires
90323,2009-11-05,Déchets en feu,Autres incendies,16,Montréal,Mont-Royal,22,45.5182676598736,-73.5679424244858,1.0,Other fires
90391,2009-11-05,Feu de véhicule extérieur,Autres incendies,49,Montréal,Ahuntsic / Cartierville,21,45.5421430590671,-73.656725554145,1.0,Other fires
90439,2009-11-05,10-22 avec feu,Incendies de bâtiments,65,Montréal,LaSalle,14,45.4313445364381,-73.6504246220686,6.0,Building fire
90440,2009-11-05,Déchets en feu,Autres incendies,78,Côte-Saint-Luc,Indéterminé,14,45.4789802717517,-73.6588143768068,1.0,Other fires
90452,2009-11-05,10-22 avec feu,Incendies de bâtiments,10,Montréal,Ville-Marie,18,45.4935759630025,-73.5817051016972,6.0,Building fire
90475,2009-11-05,10-22 avec feu,Incendies de bâtiments,49,Montréal,Ahuntsic / Cartierville,21,45.5492160952683,-73.6353574732272,8.0,Building fire
90496,2009-11-05,Déchets en feu,Autres incendies,66,Montréal,Verdun,15,45.4542168498963,-73.5813925365628,1.0,Other fires
90504,2009-11-05,Déchets en feu,Autres incendies,72,Montréal,Saint-Laurent,13,45.5094874339718,-73.6976269428247,1.0,Other fires
90507,2009-11-05,Feu de champ *,Autres incendies,43,Montréal,Ahuntsic / Cartierville,21,45.5774803222211,-73.656157529409,1.0,Other fires
90544,2009-11-05,Feu de véhicule extérieur,Autres incendies,18,Montréal,Montréal-Nord,21,45.6175476440569,-73.6206988855087,1.0,Other fires
90554,2009-11-05,Feu de bâtiment,Incendies de bâtiments,49,Montréal,Ahuntsic / Cartierville,21,45.5508224487923,-73.6530611458482,19.0,Building fire
90556,2009-11-05,Feu de véhicule extérieur,Autres incendies,39,Montréal,Mercier / Hochelaga-Maisonneuve,23,45.5732532535423,-73.5357980959251,1.0,Other fires
90571,2009-11-05,Déchets en feu,Autres incendies,33,Montréal,Sud-Ouest,15,45.4589503905878,-73.5927666133492,1.0,Other fires
90600,2009-11-05,Feu de champ *,Autres incendies,57,Montréal,Pierrefonds / Roxboro,11,45.5115501865025,-73.8416043099607,4.0,Other fires
90602,2009-11-05,Feu / Agravation possible,Incendies de bâtiments,65,Montréal,LaSalle,14,45.4384028519912,-73.633136634942,17.0,Building fire
90626,2009-11-06,Déchets en feu,Autres incendies,5,Montréal,Ville-Marie,18,45.515453970379,-73.5630368810159,1.0,Other fires
90744,2009-11-06,Feu de véhicule extérieur,Autres incendies,40,Montréal,Mercier / Hochelaga-Maisonneuve,23,45.6001619159306,-73.5205995105657,1.0,Other fires
90750,2009-11-06,10-22 avec feu,Incendies de bâtiments,37,Montréal,Villeray / St-Michel / Parc Extension,20,45.5442471641375,-73.6209517171399,5.0,Building fire
90811,2009-11-06,Déchets en feu,Autres incendies,65,Montréal,LaSalle,14,45.4171304624553,-73.6404973749151,1.0,Other fires
90830,2009-11-06,Déchets en feu,Autres incendies,74,Mont-Royal,Indéterminé,13,45.5164693493937,-73.6440466654498,2.0,Other fires
90839,2009-11-06,Feu de cheminée *,Autres incendies,38,Montréal,Rivière-des-Prairies / Pointe-aux-Trembles,25,45.6383522411051,-73.5045280432037,4.0,Other fires
90852,2009-11-06,10-22 avec feu,Incendies de bâtiments,31,Montréal,Rosemont / Petite-Patrie,22,45.5355852624505,-73.6084749196826,7.0,Building fire
90859,2009-11-06,Feu de champ *,Autres incendies,27,Montréal,Côte-des-Neiges / Notre-Dame-de-Grâce,17,45.4892453909094,-73.6242114071663,5.0,Other fires
90889,2009-11-06,Déchets en feu,Autres incendies,41,Montréal,Villeray / St-Michel / Parc Extension,20,45.5284809987613,-73.6300587795337,1.0,Other fires
90896,2009-11-06,Déchets en feu,Autres incendies,41,Montréal,Villeray / St-Michel / Parc Extension,20,45.5293772658753,-73.6331590561124,1.0,Other fires
90913,2009-11-06,Feu de champ *,Autres incendies,21,Montréal,Saint-Léonard,20,45.5963136124777,-73.6099249090895,1.0,Other fires
